step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/stand_still,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Episode_Reward/feet_clearance,Episode_Reward/undesired_contacts,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
10178,0.922158,0.338021,0.296064,-0.002778,-0.005735,-0.006365,-0.115514,-0.002513,-0.003947,-0.026771,0.000000,0.017999,-0.029070,-0.020399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.225573,0.601940,0.982046,0.017955,0.004118,-0.001082,11.387974,0.000171,0.710965,195887.000000,1.364377,0.642982,27.285017,990.559998,27.285017,990.559998
10179,0.927171,0.339681,0.298025,-0.001389,-0.005383,-0.006319,-0.116048,-0.002472,-0.003981,-0.026578,0.000000,0.018334,-0.029790,-0.014875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227499,0.602415,0.981934,0.018066,0.003584,-0.003025,11.389183,0.000010,0.710878,195861.000000,1.389351,0.618271,27.424158,990.520020,27.424158,990.520020
10180,0.931721,0.340765,0.300002,0.000000,-0.005094,-0.006367,-0.117086,-0.002456,-0.004001,-0.026754,0.000000,0.018313,-0.030170,-0.019298,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231433,0.608359,0.982086,0.017914,0.001908,-0.002740,11.382985,0.000256,0.710240,198050.000000,1.423200,0.562236,27.482710,1000.000000,27.482710,1000.000000
10181,0.932754,0.343041,0.300002,0.000000,-0.005116,-0.006596,-0.116496,-0.002496,-0.004030,-0.026628,0.000000,0.018971,-0.029952,-0.014869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.230854,0.602340,0.982829,0.017171,0.003411,-0.002305,11.380237,0.000010,0.710309,196400.000000,1.384299,0.617816,27.769873,1000.000000,27.769873,1000.000000
10182,0.920217,0.338727,0.296023,-0.002778,-0.005742,-0.006640,-0.114894,-0.002644,-0.003988,-0.026764,0.000000,0.019148,-0.028884,-0.011958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.228394,0.596642,0.983256,0.016744,0.002370,-0.001559,11.380400,0.000010,0.710204,196446.000000,1.412596,0.589045,27.604155,990.460022,27.604155,990.460022
10183,0.915318,0.336293,0.295914,-0.002778,-0.005196,-0.006702,-0.117100,-0.002740,-0.004115,-0.027335,0.000000,0.018456,-0.030471,-0.009617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.234521,0.602796,0.983073,0.016927,0.002785,-0.002040,11.374687,0.000015,0.709885,197900.000000,1.358489,0.628448,27.354692,990.200012,27.354692,990.200012
10184,0.922671,0.339829,0.296995,-0.002083,-0.005681,-0.006514,-0.115290,-0.002580,-0.003992,-0.026726,0.000000,0.018892,-0.028793,-0.018928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.229889,0.598987,0.982981,0.017019,0.003813,-0.002044,11.362799,0.000384,0.709428,196252.000000,1.297497,0.706129,27.336510,990.390015,27.336510,990.390015
10185,0.925700,0.339167,0.298054,-0.001389,-0.005728,-0.006524,-0.116738,-0.002657,-0.004034,-0.027098,0.000000,0.018720,-0.030000,-0.021674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231336,0.607974,0.983144,0.016856,0.005803,-0.002271,11.362373,0.000171,0.709859,196495.000000,1.332676,0.668472,27.145542,990.659973,27.145542,990.659973
10186,0.920437,0.340921,0.297061,-0.002083,-0.005801,-0.006873,-0.115132,-0.002653,-0.004104,-0.027105,0.000000,0.019432,-0.028927,-0.003741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.234667,0.596000,0.982778,0.017222,0.002408,-0.001700,11.366906,0.000384,0.710219,198037.000000,1.366132,0.619431,27.123951,981.260010,27.123951,981.260010
10187,0.906084,0.330947,0.291662,-0.005833,-0.005959,-0.006417,-0.113719,-0.002594,-0.003906,-0.026484,0.000000,0.018238,-0.029491,-0.020204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.226800,0.599246,0.982239,0.017761,0.004586,-0.002590,11.373400,0.000015,0.710403,199237.000000,1.382908,0.590699,26.731432,971.330017,26.731432,971.330017
10188,0.923223,0.340802,0.298023,-0.001389,-0.005878,-0.006811,-0.115327,-0.002806,-0.004080,-0.027495,0.000000,0.019375,-0.029342,-0.002658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.237609,0.604611,0.982218,0.017782,0.004158,-0.001314,11.372712,0.000010,0.710379,198973.000000,1.392262,0.583965,27.451618,990.510010,27.451618,990.510010
10189,0.920418,0.337904,0.296995,-0.002083,-0.005588,-0.006615,-0.115660,-0.002662,-0.004021,-0.027151,0.000000,0.018795,-0.029398,-0.011666,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.234551,0.604043,0.982534,0.017466,0.002377,-0.002166,11.370729,0.000384,0.710467,199452.000000,1.376164,0.595311,27.513397,990.390015,27.513397,990.390015
10190,0.923385,0.339878,0.297114,-0.002083,-0.005611,-0.006909,-0.115403,-0.002719,-0.004111,-0.026868,0.000000,0.019382,-0.029006,-0.008358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.230176,0.597955,0.982707,0.017293,0.005412,-0.000666,11.381329,0.000384,0.711089,197864.000000,1.363526,0.623771,27.594717,990.770020,27.594717,990.770020
10191,0.898196,0.330005,0.289922,-0.007222,-0.006321,-0.006633,-0.114056,-0.002714,-0.004000,-0.026761,0.000000,0.018556,-0.029218,-0.009904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.233554,0.597848,0.982371,0.017629,0.003404,-0.001071,11.383478,0.000010,0.711037,198106.000000,1.352960,0.631915,26.770025,971.989990,26.770025,971.989990
10192,0.898176,0.330027,0.288544,-0.007917,-0.005866,-0.006196,-0.111825,-0.002516,-0.003840,-0.025886,0.000000,0.018564,-0.027687,-0.007386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.221703,0.584292,0.981913,0.018087,0.005089,-0.002151,11.386340,0.000256,0.711688,192784.000000,1.340727,0.698943,26.557182,961.460022,26.557182,961.460022
10193,0.918218,0.338854,0.295820,-0.002857,-0.005447,-0.006687,-0.114640,-0.002626,-0.004012,-0.026464,0.000000,0.019488,-0.028648,-0.002230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.230251,0.592082,0.982056,0.017944,0.003849,-0.003166,11.405641,0.000384,0.711763,190670.000000,1.367857,0.694419,27.368860,980.510010,27.368860,980.510010
10194,0.920222,0.338690,0.296131,-0.002778,-0.005546,-0.006538,-0.114917,-0.002568,-0.004017,-0.027454,0.000000,0.019321,-0.028399,-0.005258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.229444,0.595759,0.982218,0.017782,0.003115,-0.002632,11.403850,0.000015,0.711638,189621.000000,1.381806,0.691881,27.375715,980.989990,27.375715,980.989990
10195,0.919411,0.338359,0.295943,-0.002778,-0.005466,-0.006678,-0.114750,-0.002575,-0.004037,-0.026801,0.000000,0.019002,-0.028923,-0.006934,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.230451,0.595982,0.982564,0.017436,0.005812,-0.002924,11.403564,0.000034,0.711472,189874.000000,1.368057,0.702865,27.564457,990.270020,27.564457,990.270020
10196,0.903976,0.330325,0.291314,-0.006131,-0.005413,-0.006556,-0.115313,-0.002722,-0.003998,-0.026893,0.000000,0.017954,-0.030450,-0.022220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.228581,0.600369,0.982046,0.017955,0.003620,-0.001261,11.401416,0.000010,0.711393,188129.000000,1.382001,0.708135,26.283318,962.280029,26.283318,962.280029
10197,0.923853,0.339084,0.296952,-0.002083,-0.005115,-0.006287,-0.115821,-0.002558,-0.003971,-0.026823,0.000000,0.018476,-0.029694,-0.019746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227068,0.597655,0.981944,0.018056,0.003927,-0.002588,11.398877,0.000256,0.711317,194877.000000,1.371419,0.646337,27.373878,990.250000,27.373878,990.250000
10198,0.925513,0.338988,0.298012,-0.001389,-0.005473,-0.006728,-0.115965,-0.002689,-0.004101,-0.027081,0.000000,0.018942,-0.029723,-0.014147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231331,0.603491,0.981791,0.018209,0.004980,-0.002157,11.411255,0.000577,0.713227,195692.000000,1.353383,0.655972,27.361868,990.460022,27.361868,990.460022
10199,0.906567,0.331777,0.292555,-0.005139,-0.005485,-0.006404,-0.114535,-0.002561,-0.003974,-0.026792,0.000000,0.017687,-0.029911,-0.032541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231512,0.600104,0.981761,0.018239,0.002540,0.000291,11.439893,0.000010,0.713640,191892.000000,1.379784,0.669364,26.103199,961.440002,26.103199,961.440002
10200,0.908082,0.334245,0.292926,-0.004931,-0.005815,-0.006572,-0.113822,-0.002737,-0.004021,-0.027453,0.000000,0.018761,-0.028729,-0.004876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231576,0.595958,0.980672,0.019328,0.002180,-0.002087,11.438026,0.000171,0.713383,198157.000000,1.368074,0.616283,26.534298,961.789978,26.534298,961.789978
10201,0.930354,0.343846,0.300002,0.000000,-0.005526,-0.006562,-0.116731,-0.002743,-0.004067,-0.027650,0.000000,0.019273,-0.028747,-0.006938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.235133,0.601350,0.981120,0.018880,0.002352,-0.001871,11.435890,0.000384,0.713530,199290.000000,1.365180,0.607895,27.973305,1000.000000,27.973305,1000.000000
10202,0.922658,0.340512,0.297059,-0.002024,-0.005438,-0.006648,-0.115369,-0.002676,-0.004088,-0.027371,0.000000,0.019137,-0.029442,-0.009034,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231029,0.596871,0.980754,0.019246,0.004192,-0.001241,11.442397,0.000010,0.713627,194883.000000,1.480405,0.537289,27.909002,1000.000000,27.909002,1000.000000
10203,0.905115,0.332741,0.291849,-0.005655,-0.005632,-0.006461,-0.114094,-0.002747,-0.004009,-0.026987,0.000000,0.018375,-0.029462,-0.014812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.229705,0.593405,0.980255,0.019745,0.008563,0.000095,11.442977,0.000010,0.713658,195459.000000,1.400645,0.611105,26.465969,961.700012,26.465969,961.700012
10204,0.920276,0.339250,0.296961,-0.002083,-0.005769,-0.006330,-0.117313,-0.002913,-0.004033,-0.027612,0.000000,0.018988,-0.029282,-0.013035,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.235355,0.603236,0.980103,0.019897,0.003037,-0.001364,11.445445,0.000171,0.714025,195048.000000,1.362067,0.653920,27.625908,1000.000000,27.625908,1000.000000
10205,0.925855,0.340732,0.298280,-0.001190,-0.005309,-0.006484,-0.116254,-0.002619,-0.004084,-0.027162,0.000000,0.018883,-0.029706,-0.010102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.232884,0.599495,0.980743,0.019257,0.005881,-0.002682,11.450061,0.000010,0.714185,192061.000000,1.364915,0.682434,27.494474,990.369995,27.494474,990.369995
10206,0.923706,0.339590,0.297559,-0.001667,-0.005374,-0.006278,-0.116756,-0.002711,-0.004032,-0.027212,0.000000,0.018931,-0.029535,-0.014798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.232004,0.601205,0.980591,0.019409,0.003184,-0.001553,11.451991,0.000010,0.714308,192972.000000,1.357148,0.680534,27.200245,990.239990,27.200245,990.239990
10207,0.917516,0.335928,0.295635,-0.003056,-0.005309,-0.006621,-0.115889,-0.002742,-0.004120,-0.027329,0.000000,0.018996,-0.029680,-0.009546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.232002,0.602308,0.980479,0.019521,0.012511,-0.001446,11.453716,0.000010,0.714398,198217.000000,1.297345,0.686412,27.158312,980.989990,27.158312,980.989990
10208,0.917907,0.338129,0.295989,-0.002778,-0.005405,-0.006129,-0.117022,-0.002916,-0.004011,-0.027505,0.000000,0.018621,-0.029293,-0.012777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.232181,0.596035,0.980540,0.019460,0.004856,-0.001649,11.457093,0.000010,0.714516,192043.000000,1.363214,0.684323,27.339647,990.380005,27.339647,990.380005
10209,0.919498,0.337045,0.296100,-0.002778,-0.005425,-0.006141,-0.115895,-0.002801,-0.003993,-0.027288,0.000000,0.018619,-0.029661,-0.013812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.230283,0.603082,0.980611,0.019389,0.003338,0.001156,11.458479,0.000010,0.714557,194553.000000,1.374302,0.646814,26.932421,981.479980,26.932421,981.479980
10210,0.914119,0.337870,0.295029,-0.003472,-0.005699,-0.006432,-0.114833,-0.002872,-0.004065,-0.027742,0.000000,0.019075,-0.029203,-0.007546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.235621,0.596315,0.980469,0.019531,0.002945,-0.001931,11.461980,0.000034,0.715125,192653.000000,1.384618,0.656434,27.390564,990.659973,27.390564,990.659973
10211,0.915685,0.336056,0.295192,-0.003333,-0.005662,-0.006325,-0.115135,-0.002759,-0.004067,-0.027685,0.000000,0.019040,-0.029467,-0.009269,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231794,0.598689,0.980835,0.019165,0.002839,-0.003069,11.473401,0.000023,0.715513,194676.000000,1.368806,0.651035,27.255371,980.780029,27.255371,980.780029
10212,0.930651,0.341271,0.300002,0.000000,-0.005056,-0.006150,-0.117320,-0.002612,-0.004062,-0.027531,0.000000,0.018539,-0.030063,-0.021979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.234740,0.605735,0.981425,0.018575,0.002933,-0.000939,11.473938,0.000010,0.715436,195595.000000,1.364308,0.646046,27.051714,990.500000,27.051714,990.500000
10213,0.916150,0.336103,0.294176,-0.003968,-0.005290,-0.005938,-0.116049,-0.002737,-0.003970,-0.027254,0.000000,0.018964,-0.028401,-0.007429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.224401,0.593773,0.981445,0.018555,0.001826,-0.001061,11.471508,0.000010,0.715331,194595.000000,1.345424,0.675259,27.180765,980.489990,27.180765,980.489990
10214,0.917599,0.335774,0.295989,-0.002778,-0.005372,-0.005807,-0.115960,-0.002588,-0.003951,-0.027196,0.000000,0.017997,-0.030105,-0.029060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.234442,0.608306,0.981812,0.018188,0.005472,-0.001684,11.469727,0.000010,0.715252,192222.000000,1.356483,0.689145,27.109337,990.380005,27.109337,990.380005
10215,0.920793,0.339031,0.296477,-0.002579,-0.005453,-0.005992,-0.116156,-0.002819,-0.003991,-0.027655,0.000000,0.019258,-0.028528,-0.009028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.232698,0.596487,0.981832,0.018168,0.003871,-0.002123,11.469843,0.000010,0.715126,195641.000000,1.375253,0.634623,27.099466,981.869995,27.099466,981.869995
10216,0.930879,0.342248,0.300002,0.000000,-0.005225,-0.006126,-0.116970,-0.002714,-0.004110,-0.027590,0.000000,0.019036,-0.029543,-0.009397,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.234086,0.602479,0.982931,0.017069,0.003958,-0.001921,11.467489,0.000010,0.714940,193208.000000,1.382566,0.652624,27.782986,1000.000000,27.782986,1000.000000
10217,0.918478,0.337474,0.295989,-0.002778,-0.005370,-0.006058,-0.115751,-0.002710,-0.004068,-0.027950,0.000000,0.018558,-0.030280,-0.014660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.232098,0.598062,0.983561,0.016439,0.004943,-0.001068,11.464170,0.000010,0.714869,195723.000000,1.368734,0.640303,27.409422,990.380005,27.409422,990.380005
10218,0.916177,0.337150,0.296280,-0.002579,-0.005720,-0.006293,-0.115963,-0.002956,-0.004152,-0.028674,0.000000,0.018816,-0.029990,-0.010118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.240829,0.608518,0.984558,0.015442,0.002722,-0.000941,11.462603,0.000010,0.714756,195793.000000,1.365392,0.642931,26.993305,980.799988,26.993305,980.799988
10219,0.920946,0.336369,0.296259,-0.002579,-0.005295,-0.005758,-0.116081,-0.002666,-0.004021,-0.027347,0.000000,0.018469,-0.030036,-0.011701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.228991,0.603774,0.984273,0.015727,0.004281,-0.002952,11.443270,0.000256,0.713065,195913.000000,1.367993,0.639102,27.048386,980.679993,27.048386,980.679993
10220,0.896605,0.327758,0.288916,-0.007718,-0.006433,-0.006066,-0.112720,-0.002810,-0.004020,-0.027723,0.000000,0.018755,-0.028907,-0.006927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227731,0.605368,0.984100,0.015900,0.004386,-0.002792,11.407161,0.000171,0.712386,194452.000000,1.357801,0.664367,26.533319,961.840027,26.533319,961.840027
10221,0.913087,0.335472,0.293538,-0.004444,-0.005459,-0.006219,-0.114700,-0.002792,-0.004094,-0.028128,0.000000,0.018941,-0.029096,-0.004658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227708,0.594666,0.983378,0.016622,0.003309,-0.001906,11.404311,0.000010,0.712266,196494.000000,1.356162,0.644993,26.972067,971.070007,26.972067,971.070007
10222,0.909609,0.334017,0.293523,-0.004444,-0.005420,-0.005759,-0.114604,-0.002702,-0.004011,-0.027883,0.000000,0.018278,-0.029770,-0.025061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231698,0.596690,0.982819,0.017181,0.003017,-0.000868,11.401632,0.000010,0.712192,194421.000000,1.336664,0.685831,26.778135,980.599976,26.778135,980.599976
10223,0.920779,0.338209,0.297824,-0.001667,-0.005954,-0.006315,-0.116603,-0.002851,-0.004210,-0.028804,0.000000,0.019476,-0.029971,-0.011683,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.239553,0.615334,0.982574,0.017426,0.005612,-0.001539,11.401361,0.000010,0.712242,197045.000000,1.395986,0.599569,27.247803,991.299988,27.247803,991.299988
10224,0.893340,0.328381,0.288250,-0.008194,-0.005674,-0.005829,-0.112653,-0.002745,-0.003972,-0.027149,0.000000,0.018332,-0.028621,-0.006071,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231149,0.587036,0.982290,0.017710,0.004317,-0.002124,11.408989,0.000256,0.713388,194357.000000,1.355785,0.667372,26.545464,961.919983,26.545464,961.919983
10225,0.925951,0.340511,0.298070,-0.001389,-0.005425,-0.005758,-0.116765,-0.002759,-0.004054,-0.028127,0.000000,0.019181,-0.029267,-0.005435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231637,0.601707,0.981842,0.018158,0.002265,-0.001814,11.429126,0.000010,0.713579,197705.000000,1.368548,0.620348,27.356937,990.739990,27.356937,990.739990
10226,0.918011,0.336063,0.295993,-0.002778,-0.005281,-0.005839,-0.115980,-0.002772,-0.004068,-0.028049,0.000000,0.018341,-0.030234,-0.021478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.232806,0.603747,0.981923,0.018077,0.004699,-0.001577,11.428784,0.000010,0.713557,196101.000000,1.374487,0.630682,27.185242,990.390015,27.185242,990.390015
10227,0.898919,0.329240,0.289685,-0.007222,-0.005958,-0.005671,-0.113508,-0.002633,-0.003983,-0.027573,0.000000,0.018468,-0.029416,-0.008451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.227939,0.594821,0.981588,0.018412,0.003360,-0.002379,11.427831,0.000034,0.713455,195829.000000,1.383540,0.624410,26.453959,961.960022,26.453959,961.960022
10228,0.884463,0.324755,0.285922,-0.009722,-0.005661,-0.005808,-0.112207,-0.002738,-0.004000,-0.027254,0.000000,0.017770,-0.029287,-0.026285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231170,0.590299,0.980916,0.019084,0.003402,-0.003165,11.426374,0.000114,0.713535,194323.000000,1.385234,0.638277,26.341991,961.489990,26.341991,961.489990
10229,0.919014,0.336407,0.295918,-0.002778,-0.004939,-0.005808,-0.117401,-0.002706,-0.004127,-0.028015,0.000000,0.018633,-0.030416,-0.010887,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.230163,0.601275,0.981415,0.018585,0.003394,-0.001493,11.427247,0.000010,0.713527,203385.000000,1.342405,0.590947,27.403629,990.210022,27.403629,990.210022
10230,0.913149,0.335766,0.295060,-0.003472,-0.005651,-0.005917,-0.115249,-0.002798,-0.004130,-0.028025,0.000000,0.018899,-0.029419,-0.008644,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.236583,0.601301,0.981222,0.018778,0.002971,-0.000700,11.426278,0.000010,0.713464,192523.000000,1.320981,0.721447,27.177256,980.960022,27.177256,980.960022
10231,0.933578,0.342658,0.300002,0.000000,-0.005338,-0.005757,-0.116993,-0.002690,-0.004122,-0.027870,0.000000,0.019487,-0.029395,-0.005259,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.229215,0.600529,0.981201,0.018799,0.003002,-0.002977,11.419712,0.000171,0.712912,190612.000000,1.357979,0.704933,28.010593,1000.000000,28.010593,1000.000000
10232,0.873614,0.321864,0.283048,-0.012083,-0.007046,-0.006109,-0.110994,-0.002944,-0.004032,-0.027749,0.000000,0.018373,-0.028956,-0.006559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.235037,0.594638,0.981364,0.018636,0.002186,-0.001646,11.406011,0.000384,0.711802,198064.000000,1.354920,0.630378,26.852486,971.770020,26.852486,971.770020
10233,0.921177,0.340228,0.296961,-0.002083,-0.005506,-0.005932,-0.115883,-0.002909,-0.004177,-0.028422,0.000000,0.019366,-0.029285,-0.001867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.232223,0.594972,0.981171,0.018829,0.001171,0.000067,11.387491,0.000577,0.711306,199974.000000,1.353878,0.612451,27.216885,981.010010,27.216885,981.010010
10234,0.929526,0.342640,0.300002,0.000000,-0.005029,-0.005719,-0.117581,-0.002700,-0.004130,-0.028092,0.000000,0.019050,-0.030137,-0.011860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.237085,0.602309,0.982147,0.017853,0.002906,-0.000035,11.387697,0.000010,0.711437,199016.000000,1.364413,0.611381,27.741276,1000.000000,27.741276,1000.000000
10235,0.891525,0.327465,0.287889,-0.008333,-0.004856,-0.005801,-0.112770,-0.002530,-0.004063,-0.027474,0.000000,0.018589,-0.029648,-0.010103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.229549,0.582626,0.982452,0.017548,0.004708,-0.001134,11.389159,0.000010,0.711480,199074.000000,1.370782,0.604443,27.390965,990.320007,27.390965,990.320007
10236,0.893263,0.327783,0.287805,-0.008333,-0.005277,-0.005596,-0.114714,-0.002783,-0.004054,-0.027718,0.000000,0.018211,-0.028906,-0.008213,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.224912,0.587824,0.981944,0.018056,0.003552,-0.001989,11.394354,0.000114,0.711882,198624.000000,1.397280,0.582413,26.422003,961.119995,26.422003,961.119995
10237,0.918285,0.337412,0.295927,-0.002778,-0.005152,-0.005701,-0.115423,-0.002672,-0.004081,-0.027997,0.000000,0.019103,-0.028812,-0.005073,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231501,0.597863,0.981720,0.018280,0.003250,-0.002160,11.403802,0.000384,0.711850,197025.000000,1.428123,0.567634,27.264647,980.460022,27.264647,980.460022
10238,0.915866,0.336049,0.296103,-0.002708,-0.005455,-0.005973,-0.116199,-0.002781,-0.004192,-0.028530,0.000000,0.018585,-0.030403,-0.014302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.240346,0.605926,0.982422,0.017578,0.003005,0.000438,11.403297,0.000384,0.711916,197822.000000,1.413406,0.574313,27.165133,990.469971,27.165133,990.469971
10239,0.932495,0.341258,0.300002,0.000000,-0.005171,-0.005722,-0.117738,-0.002648,-0.004196,-0.028337,0.000000,0.019129,-0.030534,-0.018359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231337,0.607660,0.982422,0.017578,0.007249,-0.002356,11.402635,0.000010,0.711976,195163.000000,1.356039,0.658769,27.553778,1000.000000,27.553778,1000.000000
10240,0.914278,0.334641,0.294731,-0.004861,-0.005304,-0.005708,-0.116539,-0.002708,-0.004107,-0.027824,0.000000,0.018902,-0.029790,-0.015473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.231424,0.600913,0.982330,0.017670,0.003037,-0.001240,11.403218,0.000010,0.711990,194662.000000,1.366506,0.653479,27.122467,986.390015,27.122467,986.390015
10241,0.922428,0.340418,0.297975,-0.001389,-0.005338,-0.005732,-0.116602,-0.002722,-0.004152,-0.028462,0.000000,0.019096,-0.029425,-0.005917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.500000,0.236881,0.598570,0.982686,0.017314,0.005137,-0.001542,11.402999,0.000010,0.711968,192400.000000,1.375960,0.667776,27.493107,990.280029,27.493107,990.280029
