step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/base_height,Episode_Reward/flat_orientation_l2,Episode_Reward/action_rate_l1,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/energy,Episode_Reward/dof_pos_limits,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_contact_number,Episode_Reward/feet_slide,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/terrain_levels,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/base_height,Episode_Termination/bad_orientation,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
6163,0.058864,0.012720,0.014761,-0.037024,-0.012583,-0.038960,-0.003512,-0.023206,-0.007524,-0.015973,-0.000613,-0.000210,-0.009579,-0.014290,0.011090,-0.002432,0.039448,-0.015624,-0.000013,0.000000,0.100000,0.100000,0.074265,0.178715,0.000000,0.000000,1.000000,0.137212,-0.019168,17.529547,0.000865,1.060769,107003.000000,3.169809,0.505002,-0.858229,46.830002,-0.858229,46.830002
6164,0.058617,0.012540,0.014692,-0.033651,-0.012566,-0.038773,-0.003585,-0.023445,-0.007603,-0.016250,-0.000614,-0.000203,-0.009592,-0.014206,0.011010,-0.002459,0.039988,-0.017718,-0.000020,0.000000,0.100000,0.100000,0.073606,0.179373,0.000193,0.000000,0.999807,0.146935,-0.015187,17.530649,0.000577,1.060340,107356.000000,3.099695,0.563012,-0.987450,54.389999,-0.987450,54.389999
6165,0.064176,0.013455,0.015817,-0.039996,-0.012665,-0.041889,-0.004526,-0.023955,-0.008111,-0.017304,-0.000658,-0.000228,-0.010299,-0.015026,0.011792,-0.002640,0.041938,-0.016815,-0.000018,0.000000,0.100000,0.100000,0.077046,0.193030,0.000244,0.000000,0.999756,0.147532,-0.016419,17.532835,0.001297,1.061047,110653.000000,3.048985,0.504598,0.043563,59.439999,0.043563,59.439999
6166,0.056426,0.012385,0.014306,-0.034155,-0.012591,-0.037840,-0.003323,-0.022801,-0.007353,-0.015724,-0.000598,-0.000203,-0.009362,-0.013948,0.010854,-0.002375,0.038581,-0.016223,-0.000017,0.000000,0.100000,0.100000,0.073582,0.172161,0.000244,0.000000,0.999756,0.132588,-0.017527,17.543283,0.000577,1.061949,111122.000000,3.004847,0.533738,-0.954011,53.330002,-0.954011,53.330002
6167,0.064124,0.013310,0.015847,-0.035031,-0.012762,-0.041951,-0.003773,-0.023920,-0.008201,-0.017114,-0.000662,-0.000224,-0.010369,-0.014999,0.011801,-0.002680,0.043346,-0.017635,-0.000012,0.000000,0.100000,0.100000,0.077492,0.196479,0.000305,0.000000,0.999695,0.139366,-0.011983,17.543053,0.000171,1.061481,108868.000000,3.041804,0.570044,-0.890767,54.200001,-0.890767,54.200001
6168,0.055038,0.011991,0.013952,-0.036969,-0.012441,-0.036782,-0.003769,-0.022755,-0.007198,-0.015027,-0.000582,-0.000205,-0.009147,-0.013660,0.010491,-0.002367,0.036682,-0.016681,-0.000014,0.000000,0.100000,0.100000,0.071939,0.169368,0.000488,0.000000,0.999512,0.133942,-0.026502,17.545959,0.000865,1.061892,108557.000000,3.112752,0.509432,-0.581583,53.930000,-0.581583,53.930000
6169,0.052385,0.011619,0.013507,-0.028038,-0.012501,-0.035674,-0.003457,-0.022627,-0.007017,-0.014577,-0.000568,-0.000197,-0.008762,-0.013429,0.010178,-0.002237,0.037536,-0.015901,-0.000012,0.000000,0.100000,0.100000,0.070826,0.162885,0.000519,0.000000,0.999481,0.136535,-0.015852,17.541395,0.000384,1.061206,108529.000000,3.076516,0.546624,-0.810738,39.389999,-0.810738,39.389999
6170,0.061609,0.013181,0.015221,-0.036423,-0.012698,-0.040249,-0.004732,-0.023327,-0.007743,-0.016850,-0.000632,-0.000217,-0.009906,-0.014617,0.011401,-0.002571,0.040840,-0.017041,-0.000015,0.000000,0.100000,0.100000,0.074807,0.182572,0.000305,0.000000,0.999695,0.159588,-0.019815,17.535204,0.000577,1.061607,110902.000000,3.021598,0.524014,-0.255713,52.669998,-0.255713,52.669998
6171,0.053855,0.011938,0.013923,-0.026234,-0.012672,-0.036751,-0.003931,-0.022793,-0.007248,-0.015000,-0.000584,-0.000217,-0.009101,-0.013727,0.010506,-0.002323,0.039425,-0.015998,-0.000022,0.000000,0.100000,0.100000,0.073134,0.169262,0.000346,0.000000,0.999654,0.146378,-0.021241,17.535282,0.000865,1.061854,108022.000000,3.091354,0.548770,-0.784115,37.720001,-0.784115,37.720001
6172,0.064797,0.013717,0.016071,-0.042086,-0.012889,-0.042607,-0.003859,-0.023910,-0.008309,-0.017344,-0.000669,-0.000226,-0.010497,-0.015153,0.011943,-0.002673,0.042262,-0.017932,-0.000019,0.000000,0.100000,0.100000,0.079267,0.197348,0.000244,0.000000,0.999756,0.142026,-0.014604,17.550018,0.000384,1.061972,106680.000000,3.151256,0.534657,-1.783028,43.759998,-1.783028,43.759998
6173,0.064296,0.013556,0.015849,-0.039048,-0.012794,-0.042036,-0.003764,-0.023975,-0.008229,-0.016852,-0.000662,-0.000231,-0.010377,-0.014970,0.011789,-0.002653,0.042453,-0.016628,-0.000013,0.000000,0.100000,0.100000,0.076969,0.192962,0.000244,0.000000,0.999756,0.138954,-0.021360,17.539446,0.000865,1.061938,109051.000000,3.060797,0.544993,-0.573420,63.880001,-0.573420,63.880001
6174,0.061119,0.012980,0.015087,-0.038244,-0.012673,-0.039967,-0.003609,-0.023313,-0.007767,-0.016525,-0.000628,-0.000213,-0.009885,-0.014467,0.011299,-0.002490,0.040135,-0.016513,-0.000025,0.000000,0.100000,0.100000,0.074490,0.183449,0.000244,0.000000,0.999756,0.135358,-0.013205,17.542194,0.000384,1.060957,107814.000000,3.086917,0.560240,-1.059938,64.930000,-1.059938,64.930000
6175,0.057774,0.012516,0.014539,-0.035838,-0.012687,-0.038381,-0.003369,-0.022886,-0.007492,-0.015956,-0.000605,-0.000208,-0.009491,-0.014019,0.010913,-0.002481,0.038949,-0.016755,-0.000012,0.000000,0.100000,0.100000,0.073431,0.175503,0.000244,0.000000,0.999756,0.136617,-0.021987,17.537855,0.000384,1.061571,107596.000000,3.087864,0.566682,-0.619949,42.380001,-0.619949,42.380001
6176,0.057808,0.012517,0.014626,-0.034470,-0.012670,-0.038663,-0.003771,-0.023277,-0.007600,-0.015871,-0.000612,-0.000211,-0.009544,-0.014095,0.011032,-0.002477,0.039636,-0.016081,-0.000012,0.000000,0.100000,0.100000,0.074142,0.177502,0.000061,0.000000,0.999939,0.135562,-0.024326,17.527246,0.000865,1.061211,109527.000000,3.057612,0.532490,-0.658306,47.160000,-0.658306,47.160000
6177,0.060255,0.013078,0.015111,-0.037515,-0.012742,-0.039957,-0.003440,-0.023306,-0.007790,-0.016550,-0.000628,-0.000208,-0.009800,-0.014515,0.011273,-0.002545,0.040498,-0.016309,-0.000014,0.000000,0.100000,0.100000,0.075789,0.182681,0.000000,0.000000,1.000000,0.137618,-0.013337,17.527319,0.000384,1.059997,108235.000000,3.087235,0.545733,-1.302835,36.980000,-1.302835,36.980000
6178,0.059679,0.013025,0.014969,-0.041293,-0.012734,-0.039596,-0.003458,-0.022846,-0.007619,-0.016193,-0.000621,-0.000209,-0.009767,-0.014346,0.011242,-0.002505,0.038905,-0.016176,-0.000016,0.000000,0.100000,0.100000,0.074930,0.179523,0.000000,0.000000,1.000000,0.129292,-0.022431,17.533928,0.000577,1.060350,110050.000000,3.043794,0.529264,-0.700238,65.639999,-0.700238,65.639999
6179,0.060516,0.013020,0.015136,-0.040263,-0.012899,-0.040030,-0.003630,-0.023016,-0.007762,-0.016185,-0.000628,-0.000215,-0.009828,-0.014423,0.011330,-0.002548,0.039753,-0.015761,-0.000003,0.000000,0.100000,0.100000,0.075266,0.182254,0.000000,0.000000,1.000000,0.135116,-0.017672,17.523848,0.000865,1.060933,110012.000000,3.031556,0.542723,-0.866145,35.430000,-0.866145,35.430000
6180,0.057005,0.012462,0.014409,-0.035374,-0.012728,-0.038073,-0.003396,-0.022769,-0.007485,-0.015618,-0.000600,-0.000214,-0.009442,-0.013963,0.010757,-0.002434,0.038604,-0.017266,-0.000014,0.000000,0.100000,0.100000,0.073394,0.173931,0.000000,0.000000,1.000000,0.132506,-0.018207,17.528772,0.000577,1.061090,109155.000000,3.094646,0.507702,-0.884913,37.330002,-0.884913,37.330002
6181,0.055820,0.012218,0.014092,-0.028634,-0.012668,-0.037172,-0.003460,-0.022532,-0.007259,-0.015159,-0.000587,-0.000201,-0.009161,-0.013677,0.010580,-0.002358,0.039465,-0.016269,-0.000009,0.000000,0.100000,0.100000,0.071612,0.169141,0.000000,0.000000,1.000000,0.134294,-0.016067,17.526392,0.000577,1.060455,109251.000000,3.061871,0.537308,-0.647927,34.400002,-0.647927,34.400002
6182,0.057351,0.012512,0.014447,-0.036368,-0.012798,-0.038216,-0.003535,-0.022703,-0.007443,-0.015127,-0.000602,-0.000204,-0.009342,-0.013883,0.010833,-0.002444,0.038395,-0.015158,-0.000017,0.000000,0.100000,0.100000,0.073335,0.173501,0.000000,0.000000,1.000000,0.131071,-0.023563,17.530363,0.000384,1.060961,107617.000000,3.109887,0.543929,-0.815051,47.889999,-0.815051,47.889999
6183,0.058212,0.012582,0.014614,-0.032226,-0.012677,-0.038637,-0.003781,-0.023167,-0.007542,-0.014930,-0.000609,-0.000212,-0.009495,-0.014100,0.010908,-0.002393,0.040028,-0.016094,-0.000019,0.000000,0.100000,0.100000,0.073496,0.176208,0.000000,0.000000,1.000000,0.133453,-0.024291,17.528599,0.000384,1.060919,110683.000000,3.035877,0.516730,-1.024262,44.259998,-1.024262,44.259998
6184,0.053318,0.011792,0.013774,-0.034011,-0.012570,-0.036398,-0.004307,-0.022995,-0.007222,-0.014532,-0.000578,-0.000197,-0.009024,-0.013452,0.010421,-0.002344,0.036993,-0.015521,-0.000014,0.000000,0.100000,0.100000,0.072121,0.168663,0.000000,0.000000,1.000000,0.141894,-0.018590,17.524637,0.001297,1.060848,107403.000000,3.097195,0.563925,-1.214753,44.599998,-1.214753,44.599998
6185,0.054620,0.011851,0.013894,-0.037885,-0.012544,-0.036679,-0.003590,-0.023178,-0.007257,-0.014483,-0.000582,-0.000190,-0.009075,-0.013557,0.010492,-0.002360,0.036326,-0.016371,-0.000008,0.000000,0.100000,0.100000,0.071294,0.169998,0.000000,0.000000,1.000000,0.136358,-0.015158,17.531214,0.000865,1.060673,106542.000000,3.120570,0.570134,-0.342921,42.520000,-0.342921,42.520000
6186,0.053756,0.011895,0.013777,-0.028540,-0.012454,-0.036378,-0.003304,-0.022824,-0.007154,-0.015049,-0.000575,-0.000189,-0.008929,-0.013393,0.010395,-0.002315,0.038442,-0.015216,-0.000017,0.000000,0.100000,0.100000,0.071859,0.166269,0.000000,0.000000,1.000000,0.137092,-0.019925,17.528957,0.000865,1.060748,105844.000000,3.165040,0.549981,-0.668432,47.549999,-0.668432,47.549999
6187,0.055403,0.012153,0.014064,-0.037259,-0.012458,-0.037292,-0.003593,-0.023302,-0.007335,-0.014609,-0.000591,-0.000191,-0.009153,-0.013646,0.010554,-0.002403,0.037125,-0.015755,-0.000016,0.000000,0.100000,0.100000,0.071855,0.170091,0.000000,0.000000,1.000000,0.133348,-0.013485,17.523285,0.000384,1.058971,107369.000000,3.126400,0.535860,-0.056156,49.009998,-0.056156,49.009998
6188,0.055664,0.012226,0.014150,-0.029981,-0.012578,-0.037395,-0.003317,-0.023004,-0.007341,-0.015104,-0.000591,-0.000203,-0.009250,-0.013752,0.010668,-0.002394,0.039199,-0.015009,-0.000012,0.000000,0.100000,0.100000,0.072508,0.170993,0.000000,0.000000,1.000000,0.133198,-0.023382,17.518051,0.000577,1.059869,108651.000000,3.079558,0.539491,-0.853080,36.959999,-0.853080,36.959999
6189,0.057484,0.012438,0.014540,-0.034351,-0.012660,-0.038601,-0.003431,-0.023458,-0.007549,-0.015121,-0.000609,-0.000204,-0.009519,-0.014013,0.010851,-0.002413,0.039299,-0.017123,-0.000020,0.000000,0.100000,0.100000,0.073340,0.177679,0.000000,0.000000,1.000000,0.133671,-0.023331,17.516357,0.000577,1.059753,108909.000000,3.048401,0.562098,-1.004960,45.669998,-1.004960,45.669998
6190,0.062793,0.013446,0.015563,-0.040661,-0.012903,-0.041198,-0.003776,-0.023589,-0.008009,-0.016963,-0.000645,-0.000224,-0.010271,-0.014718,0.011648,-0.002607,0.041103,-0.016096,-0.000022,0.000000,0.100000,0.100000,0.076270,0.188162,0.000000,0.000000,1.000000,0.135600,-0.023315,17.526756,0.000865,1.060448,109127.000000,3.046141,0.557137,-1.237911,58.330002,-1.237911,58.330002
6191,0.053781,0.011903,0.013749,-0.030233,-0.012590,-0.036384,-0.003269,-0.022692,-0.007140,-0.014319,-0.000575,-0.000191,-0.009048,-0.013345,0.010252,-0.002346,0.037726,-0.015460,-0.000011,0.000000,0.100000,0.100000,0.071446,0.164995,0.000000,0.000000,1.000000,0.141387,0.000447,17.501259,0.000010,1.057539,110223.000000,3.033253,0.534200,-0.975218,34.810001,-0.975218,34.810001
6192,0.059469,0.012925,0.014918,-0.032697,-0.012694,-0.039471,-0.003615,-0.023208,-0.007570,-0.015534,-0.000616,-0.000210,-0.009742,-0.014136,0.011157,-0.002528,0.040993,-0.014756,-0.000015,0.000000,0.100000,0.100000,0.074373,0.179553,0.000000,0.000000,1.000000,0.137459,-0.022567,17.494764,0.000384,1.057090,112599.000000,2.980344,0.511836,-0.908955,43.340000,-0.908955,43.340000
6193,0.058015,0.012537,0.014634,-0.040011,-0.012731,-0.038719,-0.003516,-0.022976,-0.007485,-0.015789,-0.000607,-0.000197,-0.009653,-0.013993,0.010882,-0.002471,0.038135,-0.015835,-0.000010,0.000000,0.100000,0.100000,0.074043,0.177845,0.000092,0.000000,0.999908,0.135111,-0.025335,17.486591,0.000865,1.056803,112746.000000,2.975692,0.511909,-0.054915,51.660000,-0.054915,51.660000
6194,0.054731,0.012019,0.013992,-0.039951,-0.012716,-0.036979,-0.003559,-0.022807,-0.007239,-0.014228,-0.000583,-0.000200,-0.009225,-0.013535,0.010424,-0.002335,0.035948,-0.015304,-0.000016,0.000000,0.100000,0.100000,0.072220,0.170321,0.000000,0.000000,1.000000,0.135663,-0.022110,17.492029,0.000577,1.057609,109412.000000,3.060696,0.533185,-0.959135,73.570000,-0.959135,73.570000
6195,0.061827,0.013403,0.015292,-0.042611,-0.012821,-0.040501,-0.003602,-0.023235,-0.007716,-0.016572,-0.000633,-0.000201,-0.010075,-0.014448,0.011344,-0.002562,0.039683,-0.016798,-0.000003,0.000000,0.100000,0.100000,0.075041,0.182188,0.000000,0.000000,1.000000,0.142381,-0.022806,17.490768,0.000384,1.058264,107705.000000,3.132865,0.517976,-1.066524,61.880001,-1.066524,61.880001
6196,0.059624,0.012829,0.014956,-0.026923,-0.012749,-0.039608,-0.003550,-0.023357,-0.007689,-0.015839,-0.000621,-0.000211,-0.009930,-0.014277,0.011058,-0.002556,0.042523,-0.016424,-0.000021,0.000000,0.100000,0.100000,0.074771,0.182006,0.000000,0.000000,1.000000,0.137821,-0.022925,17.504519,0.000865,1.058833,108784.000000,3.069517,0.545113,-0.581209,56.389999,-0.581209,56.389999
6197,0.059208,0.012693,0.014866,-0.039536,-0.012645,-0.039391,-0.003756,-0.023623,-0.007709,-0.015636,-0.000620,-0.000203,-0.009848,-0.014143,0.011124,-0.002457,0.039125,-0.017040,-0.000012,0.000000,0.100000,0.100000,0.074616,0.182708,0.000000,0.000000,1.000000,0.145002,-0.014972,17.500404,0.000577,1.058810,109813.000000,3.063605,0.517146,-1.477656,49.820000,-1.477656,49.820000
6198,0.054239,0.011931,0.013921,-0.036967,-0.012540,-0.036832,-0.003387,-0.023024,-0.007216,-0.014707,-0.000582,-0.000198,-0.009186,-0.013440,0.010417,-0.002360,0.036604,-0.016770,-0.000008,0.000000,0.100000,0.100000,0.072454,0.169919,0.000000,0.000000,1.000000,0.145387,-0.017363,17.507982,0.000577,1.058407,109173.000000,3.070703,0.531048,-0.932197,48.770000,-0.932197,48.770000
6199,0.056206,0.012130,0.014208,-0.032829,-0.012526,-0.037713,-0.003986,-0.023243,-0.007320,-0.015133,-0.000596,-0.000198,-0.009408,-0.013773,0.010473,-0.002364,0.038677,-0.017155,-0.000018,0.000000,0.100000,0.100000,0.071945,0.173238,0.000000,0.000000,1.000000,0.140156,-0.018799,17.501202,0.000577,1.059250,109989.000000,3.036720,0.538322,-0.489115,59.099998,-0.489115,59.099998
6200,0.053974,0.011689,0.013769,-0.035166,-0.012430,-0.036461,-0.003575,-0.023301,-0.007131,-0.014409,-0.000579,-0.000187,-0.009107,-0.013340,0.010303,-0.002361,0.036557,-0.016702,-0.000019,0.000000,0.100000,0.100000,0.070706,0.169574,0.000000,0.000000,1.000000,0.135414,-0.017635,17.518064,0.000865,1.060010,108184.000000,3.117338,0.517354,-0.787327,55.980000,-0.787327,55.980000
6201,0.064697,0.013517,0.015796,-0.036928,-0.012689,-0.041929,-0.003547,-0.023778,-0.007997,-0.017400,-0.000656,-0.000214,-0.010493,-0.014945,0.011713,-0.002596,0.042725,-0.017439,-0.000018,0.000000,0.100000,0.100000,0.075484,0.191527,0.000000,0.000000,1.000000,0.137277,-0.012835,17.520298,0.000114,1.059805,107012.000000,3.121635,0.552860,-0.652478,51.580002,-0.652478,51.580002
6202,0.058699,0.012571,0.014755,-0.037594,-0.012610,-0.039078,-0.004885,-0.023492,-0.007623,-0.015509,-0.000617,-0.000213,-0.009830,-0.014152,0.010986,-0.002543,0.039270,-0.017542,-0.000025,0.000000,0.100000,0.100000,0.074047,0.179878,0.000000,0.000000,1.000000,0.159464,-0.018388,17.522234,0.000865,1.059950,109270.000000,3.081474,0.517094,-1.493080,33.560001,-1.493080,33.560001
6203,0.060951,0.012841,0.015146,-0.035221,-0.012596,-0.040087,-0.003735,-0.023640,-0.007792,-0.015791,-0.000631,-0.000209,-0.010101,-0.014456,0.011350,-0.002620,0.041053,-0.017069,-0.000005,0.000000,0.100000,0.100000,0.075068,0.186727,0.000010,0.000000,0.999990,0.142065,0.003621,17.520430,0.000010,1.059427,109638.000000,3.063490,0.522995,-0.144629,65.070000,-0.144629,65.070000
6204,0.055780,0.012243,0.014204,-0.030683,-0.012535,-0.037644,-0.003432,-0.023105,-0.007316,-0.015103,-0.000595,-0.000187,-0.009420,-0.013779,0.010601,-0.002444,0.039113,-0.018125,-0.000014,0.000000,0.100000,0.100000,0.072989,0.172428,0.000102,0.000000,0.999898,0.136537,-0.019030,17.511515,0.000384,1.058416,108126.000000,3.077095,0.559545,-1.666778,54.169998,-1.666778,54.169998
6205,0.052649,0.011619,0.013576,-0.031469,-0.012445,-0.035840,-0.003346,-0.022871,-0.006977,-0.014035,-0.000566,-0.000182,-0.008944,-0.013375,0.010167,-0.002249,0.036968,-0.017134,-0.000020,0.000000,0.100000,0.100000,0.071436,0.165748,0.000000,0.000000,1.000000,0.139521,-0.015630,17.505747,0.000256,1.058097,108344.000000,3.096476,0.532829,-0.395451,52.779999,-0.395451,52.779999
6206,0.055119,0.012000,0.014151,-0.032177,-0.012400,-0.037446,-0.003364,-0.023269,-0.007325,-0.015075,-0.000592,-0.000196,-0.009378,-0.013755,0.010623,-0.002364,0.038579,-0.017296,-0.000020,0.000000,0.100000,0.100000,0.073398,0.174331,0.000000,0.000000,1.000000,0.138382,-0.020746,17.505432,0.000577,1.058887,108808.000000,3.089102,0.524724,-0.800199,39.380001,-0.800199,39.380001
6207,0.056394,0.012368,0.014392,-0.039604,-0.012488,-0.038164,-0.003403,-0.023275,-0.007407,-0.015792,-0.000603,-0.000188,-0.009598,-0.013997,0.010676,-0.002405,0.037591,-0.015543,-0.000007,0.000000,0.100000,0.100000,0.074303,0.175426,0.000000,0.000000,1.000000,0.141178,-0.014334,17.503986,0.000577,1.058968,111025.000000,3.023108,0.518557,-0.239401,51.049999,-0.239401,51.049999
6208,0.063744,0.013408,0.015718,-0.039131,-0.012723,-0.041585,-0.003882,-0.024107,-0.008025,-0.017222,-0.000653,-0.000217,-0.010480,-0.015018,0.011629,-0.002684,0.042080,-0.017117,-0.000015,0.000000,0.100000,0.100000,0.076398,0.192707,0.000000,0.000000,1.000000,0.143743,-0.018263,17.504930,0.000865,1.059170,109600.000000,3.049675,0.538043,-0.404164,53.240002,-0.404164,53.240002
6209,0.064635,0.013738,0.015895,-0.039527,-0.012597,-0.042067,-0.003573,-0.024009,-0.008065,-0.016968,-0.000658,-0.000222,-0.010612,-0.015042,0.011680,-0.002691,0.042352,-0.015144,-0.000013,0.000000,0.100000,0.100000,0.077232,0.191484,0.000000,0.000000,1.000000,0.142381,-0.005502,17.506901,0.000076,1.058359,107785.000000,3.078965,0.569164,-1.097313,55.700001,-1.097313,55.700001
6210,0.062962,0.013213,0.015439,-0.032629,-0.012507,-0.040835,-0.003516,-0.023816,-0.007905,-0.016613,-0.000641,-0.000201,-0.010251,-0.014783,0.011317,-0.002614,0.042749,-0.017080,-0.000008,0.000000,0.100000,0.100000,0.074952,0.188179,0.000000,0.000000,1.000000,0.141160,-0.025195,17.503225,0.000577,1.059026,108407.000000,3.083192,0.543997,-0.328918,55.250000,-0.328918,55.250000
6211,0.057303,0.012488,0.014518,-0.032655,-0.012395,-0.038415,-0.003896,-0.023492,-0.007464,-0.015685,-0.000606,-0.000196,-0.009627,-0.014043,0.010823,-0.002494,0.039662,-0.016585,-0.000018,0.000000,0.100000,0.100000,0.074074,0.176246,0.000000,0.000000,1.000000,0.141533,-0.019554,17.507753,0.000865,1.059593,108296.000000,3.076401,0.554529,-0.579160,59.160000,-0.579160,59.160000
6212,0.059817,0.012847,0.015011,-0.036770,-0.012521,-0.039748,-0.003635,-0.023863,-0.007706,-0.015732,-0.000625,-0.000198,-0.010017,-0.014363,0.011180,-0.002547,0.040236,-0.016650,-0.000029,0.000000,0.100000,0.100000,0.075455,0.183836,0.000000,0.000000,1.000000,0.143233,-0.014294,17.507250,0.000577,1.059380,109772.000000,3.055023,0.527090,-0.428687,54.340000,-0.428687,54.340000
6213,0.068949,0.014162,0.016814,-0.042156,-0.012763,-0.044620,-0.004010,-0.024946,-0.008558,-0.018542,-0.000698,-0.000233,-0.011275,-0.015677,0.012437,-0.002780,0.044557,-0.017124,-0.000022,0.000000,0.100000,0.100000,0.079750,0.206797,0.000000,0.000000,1.000000,0.139626,-0.022125,17.517725,0.000577,1.060553,110706.000000,3.017586,0.534299,-0.348372,67.089996,-0.348372,67.089996
6214,0.069210,0.014181,0.016783,-0.038089,-0.012613,-0.044500,-0.004512,-0.024937,-0.008537,-0.018055,-0.000695,-0.000229,-0.011272,-0.015607,0.012451,-0.002856,0.045662,-0.017482,-0.000014,0.000000,0.100000,0.100000,0.079305,0.206405,0.000010,0.000000,0.999990,0.146627,-0.017607,17.523935,0.001297,1.061205,108278.000000,3.085907,0.545603,-0.882391,66.339996,-0.882391,66.339996
6215,0.060507,0.012957,0.015140,-0.039520,-0.012680,-0.040184,-0.005444,-0.023832,-0.007788,-0.016568,-0.000632,-0.000209,-0.010184,-0.014475,0.011246,-0.002572,0.040179,-0.016493,-0.000030,0.000000,0.100000,0.100000,0.075423,0.184321,0.000092,0.000000,0.999908,0.166396,-0.012008,17.525698,0.000171,1.061170,108554.000000,3.033297,0.588991,-1.357559,50.689999,-1.357559,50.689999
6216,0.061569,0.013081,0.015244,-0.041332,-0.012528,-0.040314,-0.003764,-0.023851,-0.007802,-0.016705,-0.000633,-0.000206,-0.010227,-0.014500,0.011425,-0.002605,0.039901,-0.015598,-0.000015,0.000000,0.100000,0.100000,0.074936,0.184878,0.000000,0.000000,1.000000,0.139785,-0.023966,17.543062,0.000577,1.062447,107235.000000,3.144636,0.522192,-0.963332,35.299999,-0.963332,35.299999
6217,0.059542,0.012823,0.014919,-0.040298,-0.012593,-0.039575,-0.003902,-0.023491,-0.007599,-0.016460,-0.000622,-0.000196,-0.010009,-0.014335,0.011140,-0.002500,0.039126,-0.016346,-0.000011,0.000000,0.100000,0.100000,0.074854,0.180935,0.000000,0.000000,1.000000,0.156014,-0.018221,17.545797,0.000865,1.063891,110721.000000,3.016229,0.535161,-1.253847,62.880001,-1.253847,62.880001
6218,0.067496,0.014027,0.016480,-0.040162,-0.012831,-0.043729,-0.003720,-0.024294,-0.008414,-0.018046,-0.000681,-0.000240,-0.011141,-0.015390,0.012170,-0.002755,0.044125,-0.016786,-0.000018,0.000000,0.100000,0.100000,0.079085,0.201648,0.000000,0.000000,1.000000,0.141750,-0.018383,17.563076,0.000577,1.063952,110560.000000,3.003903,0.552676,-0.661102,60.700001,-0.661102,60.700001
6219,0.063213,0.013212,0.015591,-0.039132,-0.012677,-0.041332,-0.003983,-0.023897,-0.007965,-0.016885,-0.000647,-0.000213,-0.010559,-0.014787,0.011577,-0.002601,0.041392,-0.017735,-0.000023,0.000000,0.100000,0.100000,0.076106,0.191127,0.000000,0.000000,1.000000,0.147226,-0.019278,17.568209,0.000256,1.065014,109925.000000,3.028949,0.548164,-0.306593,47.330002,-0.306593,47.330002
6220,0.068110,0.014304,0.016670,-0.038217,-0.012862,-0.044275,-0.004236,-0.024446,-0.008500,-0.018828,-0.000694,-0.000232,-0.011394,-0.015643,0.012320,-0.002857,0.045326,-0.018682,-0.000027,0.000000,0.100000,0.100000,0.079634,0.202578,0.000000,0.000000,1.000000,0.146777,-0.023391,17.573734,0.000384,1.065258,108689.000000,3.085966,0.531814,-0.764308,43.810001,-0.764308,43.810001
6221,0.061605,0.013157,0.015401,-0.035187,-0.012688,-0.040922,-0.003911,-0.023805,-0.007910,-0.017078,-0.000644,-0.000219,-0.010553,-0.014764,0.011396,-0.002555,0.041893,-0.017371,-0.000020,0.000000,0.100000,0.100000,0.076346,0.187998,0.000000,0.000000,1.000000,0.144463,-0.020478,17.576069,0.000384,1.065817,108513.000000,3.072211,0.551451,-0.337308,50.070000,-0.337308,50.070000
6222,0.066247,0.013882,0.016300,-0.037597,-0.012878,-0.043273,-0.005602,-0.024111,-0.008353,-0.018020,-0.000679,-0.000231,-0.011133,-0.015311,0.012222,-0.002765,0.044112,-0.016746,-0.000020,0.000000,0.100000,0.100000,0.078620,0.199360,0.000000,0.000000,1.000000,0.179413,-0.014074,17.573303,0.000256,1.065302,111576.000000,2.977927,0.546260,-1.150313,41.270000,-1.150313,41.270000
6223,0.062277,0.012994,0.015482,-0.042681,-0.012671,-0.041243,-0.005871,-0.024157,-0.008080,-0.016958,-0.000653,-0.000219,-0.010633,-0.014809,0.011551,-0.002619,0.040169,-0.019342,-0.000018,0.000000,0.100000,0.100000,0.076368,0.192694,0.000000,0.000000,1.000000,0.184477,-0.016091,17.586199,0.000577,1.065644,107670.000000,3.112688,0.539342,-0.940170,44.540001,-0.940170,44.540001
6224,0.060703,0.012883,0.015197,-0.036738,-0.012685,-0.040431,-0.003564,-0.023666,-0.007892,-0.016274,-0.000639,-0.000216,-0.010505,-0.014592,0.011436,-0.002630,0.040830,-0.018142,-0.000013,0.000000,0.100000,0.100000,0.075775,0.187761,0.000000,0.000000,1.000000,0.139579,-0.017147,17.575693,0.000577,1.065594,107709.000000,3.113745,0.536978,-1.476905,56.020000,-1.476905,56.020000
