step,Episode_Reward/track_lin_vel_xy,Episode_Reward/track_ang_vel_z,Episode_Reward/alive,Episode_Reward/termination_penalty,Episode_Reward/flat_orientation_l2,Episode_Reward/base_height,Episode_Reward/action_rate_l1,Episode_Reward/dof_pos_limits,Episode_Reward/energy,Episode_Reward/joint_deviation_legs,Episode_Reward/joint_deviation_hip_knee,Episode_Reward/feet_air_time,Episode_Reward/feet_slide,Episode_Reward/base_linear_velocity,Episode_Reward/base_angular_velocity,Episode_Reward/joint_vel,Episode_Reward/joint_acc,Episode_Reward/feet_contact_number,Episode_Reward/feet_clearance,Episode_Reward/stand_still,Episode_Reward/undesired_contacts,Curriculum/lin_vel_cmd_levels,Curriculum/ang_vel_cmd_levels,Metrics/base_velocity/error_vel_xy,Metrics/base_velocity/error_vel_yaw,Episode_Termination/time_out,Episode_Termination/illegal_contact,Loss/value_function,Loss/surrogate,Loss/entropy,Loss/learning_rate,Policy/mean_noise_std,Perf/total_fps,Perf/collection time,Perf/learning_time,Train/mean_reward,Train/mean_episode_length,Train/mean_reward/time,Train/mean_episode_length/time
1989,0.000000,0.000000,0.490273,-0.003968,-0.004184,-0.001907,-0.080670,-0.000353,-0.002577,-0.020988,0.000000,0.011461,-0.009080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.708200,1.159824,0.943115,0.056885,0.000915,-0.000568,9.903648,0.000171,0.565533,195004.000000,1.809159,0.207291,7.666585,990.219971,7.666585,990.219971
1990,0.000000,0.000000,0.479049,-0.008588,-0.004635,-0.001962,-0.078927,-0.000489,-0.002546,-0.020921,0.000000,0.010543,-0.008861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.680084,1.143738,0.943288,0.056712,0.002500,-0.001353,9.972519,0.000010,0.568030,195409.000000,1.804631,0.207637,7.165489,951.190002,7.165489,951.190002
1991,0.000000,0.000000,0.477118,-0.009408,-0.004553,-0.001954,-0.078372,-0.000465,-0.002515,-0.020795,0.000000,0.008429,-0.008874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.675967,1.140166,0.943227,0.056773,0.002287,-0.002214,10.018487,0.000256,0.572077,197574.000000,1.805780,0.184440,7.026168,941.710022,7.026168,941.710022
1992,0.000000,0.000000,0.478695,-0.008797,-0.004593,-0.001991,-0.078627,-0.000418,-0.002515,-0.020796,0.000000,0.010704,-0.008982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.673079,1.146536,0.943156,0.056844,0.002717,-0.001366,10.133622,0.000010,0.575435,197514.000000,1.805867,0.184955,7.216916,951.309998,7.216916,951.309998
1993,0.000000,0.000000,0.479010,-0.008650,-0.004653,-0.001962,-0.078770,-0.000478,-0.002529,-0.020951,0.000000,0.009511,-0.009026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.669287,1.149673,0.943075,0.056925,0.003760,-0.002086,10.179539,0.000023,0.578407,196735.000000,1.811216,0.187489,7.381573,970.919983,7.381573,970.919983
1994,0.000000,0.000000,0.479696,-0.008339,-0.004436,-0.001927,-0.078726,-0.000437,-0.002524,-0.020823,0.000000,0.008458,-0.008846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.685747,1.145018,0.943024,0.056976,0.002939,-0.001525,10.234597,0.000010,0.579974,198297.000000,1.799730,0.183234,7.277742,961.150024,7.277742,961.150024
1995,0.000000,0.000000,0.464782,-0.014482,-0.004841,-0.002005,-0.076362,-0.000590,-0.002474,-0.020525,0.000000,0.010863,-0.008576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.664216,1.114679,0.942871,0.057129,0.003378,-0.001751,10.268686,0.000010,0.581788,196552.000000,1.795464,0.205100,7.299116,961.320007,7.299116,961.320007
1996,0.000000,0.000000,0.478900,-0.008651,-0.004411,-0.001944,-0.078573,-0.000439,-0.002533,-0.020865,0.000000,0.011371,-0.008745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.678070,1.145561,0.943542,0.056458,0.002707,-0.001493,10.307323,0.000023,0.583960,195563.000000,1.813803,0.196876,7.315332,960.979980,7.315332,960.979980
1997,0.000000,0.000000,0.479900,-0.008288,-0.004641,-0.001961,-0.078717,-0.000509,-0.002541,-0.021066,0.000000,0.010110,-0.008795,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.678468,1.149429,0.945292,0.054708,0.003471,-0.002001,10.350988,0.000010,0.585359,196645.000000,1.819525,0.180094,7.189951,951.270020,7.189951,951.270020
1998,0.000000,0.000000,0.471741,-0.011694,-0.004809,-0.001942,-0.077305,-0.000544,-0.002491,-0.020767,0.000000,0.009981,-0.008852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.663409,1.127379,0.945272,0.054728,0.002347,-0.001827,10.378766,0.000010,0.586872,195420.000000,1.833448,0.178704,6.777333,922.919983,6.777333,922.919983
1999,0.000000,0.000000,0.484272,-0.006491,-0.004400,-0.001928,-0.079283,-0.000413,-0.002534,-0.020880,0.000000,0.010792,-0.008829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.693868,1.152106,0.944570,0.055430,0.001812,-0.001986,10.409214,0.000010,0.588058,198102.000000,1.806989,0.177927,7.338246,961.369995,7.338246,961.369995
2000,0.000000,0.000000,0.475245,-0.010259,-0.004863,-0.001955,-0.077887,-0.000547,-0.002520,-0.020845,0.000000,0.010557,-0.008842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.678896,1.140204,0.945007,0.054993,0.004558,-0.002355,10.447209,0.000023,0.590897,195803.000000,1.811004,0.197212,7.070293,941.460022,7.070293,941.460022
2001,0.000000,0.000000,0.478821,-0.008708,-0.004465,-0.001928,-0.078414,-0.000620,-0.002530,-0.021120,0.000000,0.009260,-0.008790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.672311,1.145335,0.945089,0.054911,0.003228,-0.001655,10.517295,0.000114,0.595048,197368.000000,1.807969,0.184323,7.145235,951.450012,7.145235,951.450012
2002,0.000000,0.000000,0.449506,-0.020827,-0.005227,-0.001963,-0.073798,-0.000759,-0.002430,-0.020385,0.000000,0.010096,-0.008343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.650520,1.101183,0.944509,0.055491,0.002191,-0.002299,10.591898,0.000010,0.596541,197648.000000,1.807430,0.182037,6.426973,892.599976,6.426973,892.599976
2003,0.000000,0.000000,0.467129,-0.013667,-0.004859,-0.001903,-0.076580,-0.000475,-0.002496,-0.020568,0.000000,0.010829,-0.008729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.678817,1.124416,0.944712,0.055288,0.002473,-0.001396,10.624679,0.000256,0.600145,199234.000000,1.794363,0.179276,6.922873,932.239990,6.922873,932.239990
2004,0.000000,0.000000,0.459458,-0.016696,-0.004877,-0.001870,-0.075324,-0.000617,-0.002454,-0.020311,0.000000,0.010637,-0.008266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.652698,1.108325,0.944875,0.055125,0.003425,-0.001112,10.714453,0.000010,0.602492,196786.000000,1.805363,0.192826,6.721085,912.440002,6.721085,912.440002
2005,0.000000,0.000000,0.447867,-0.021548,-0.005328,-0.001929,-0.073727,-0.000768,-0.002440,-0.020403,0.000000,0.011113,-0.008356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.650074,1.088635,0.943268,0.056732,0.001445,-0.001396,10.746527,0.000577,0.606573,188076.000000,1.891585,0.199135,6.321665,883.950012,6.321665,883.950012
2006,0.000000,0.000000,0.445515,-0.022454,-0.005589,-0.002018,-0.073177,-0.000870,-0.002404,-0.020405,0.000000,0.010883,-0.008053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.623477,1.084295,0.942413,0.057587,0.001983,-0.001052,10.832461,0.000010,0.608104,202928.000000,1.748810,0.188899,6.960119,932.330017,6.960119,932.330017
2007,0.000000,0.000000,0.472503,-0.011250,-0.004888,-0.001831,-0.077347,-0.000562,-0.002528,-0.020862,0.000000,0.009192,-0.008589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.669461,1.135353,0.942149,0.057851,0.001191,-0.001310,10.846422,0.000010,0.608950,201737.000000,1.762929,0.186223,7.187103,951.099976,7.187103,951.099976
2008,0.000000,0.000000,0.467972,-0.013194,-0.004731,-0.001839,-0.076597,-0.000489,-0.002477,-0.020391,0.000000,0.009520,-0.008366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.651462,1.123641,0.941752,0.058248,0.001349,-0.001948,10.870952,0.000384,0.611523,200634.000000,1.774848,0.185017,6.820440,922.570007,6.820440,922.570007
2009,0.000000,0.000000,0.478216,-0.009028,-0.004502,-0.001831,-0.077961,-0.000371,-0.002498,-0.020556,0.000000,0.010886,-0.008528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.667865,1.133241,0.941945,0.058055,0.000093,-0.000917,10.913934,0.000010,0.611797,201608.000000,1.766887,0.183505,6.975559,932.919983,6.975559,932.919983
2010,0.000000,0.000000,0.500007,0.000000,-0.003895,-0.001812,-0.081445,-0.000237,-0.002617,-0.021485,0.000000,0.008030,-0.009106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.690595,1.197118,0.943095,0.056905,0.000354,-0.001490,10.890708,0.000384,0.608334,205110.000000,1.731064,0.186029,7.442619,971.179993,7.442619,971.179993
2011,0.000000,0.000000,0.495932,-0.001667,-0.004204,-0.001757,-0.080732,-0.000223,-0.002570,-0.020871,0.000000,0.014066,-0.008993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.646494,1.195683,0.943827,0.056173,0.000720,-0.001101,10.810225,0.000023,0.606180,205280.000000,1.728779,0.186728,7.574149,980.770020,7.574149,980.770020
2012,0.000000,0.000000,0.447707,-0.021528,-0.005127,-0.001945,-0.073583,-0.000704,-0.002447,-0.020239,0.000000,0.008947,-0.008596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.613570,1.091521,0.943492,0.056508,0.000550,-0.001775,10.795488,0.000010,0.605900,203975.000000,1.733225,0.194532,7.071571,941.450012,7.071571,941.450012
2013,0.000000,0.000000,0.500007,0.000000,-0.003618,-0.001817,-0.081453,-0.000262,-0.002597,-0.020635,0.000000,0.008834,-0.008649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.666233,1.185749,0.943573,0.056427,0.000225,-0.001146,10.776392,0.000256,0.603380,210520.000000,1.697519,0.170311,7.062213,941.450012,7.062213,941.450012
2014,0.000000,0.000000,0.378213,-0.050000,-0.006765,-0.001691,-0.063123,-0.001621,-0.002309,-0.019303,0.000000,0.010786,-0.007157,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.530316,0.987146,0.943838,0.056163,0.000468,-0.000836,10.711477,0.000076,0.601499,212677.000000,1.659771,0.189114,6.593441,902.609985,6.593441,902.609985
2015,0.000000,0.000000,0.479611,-0.008333,-0.004864,-0.001764,-0.078122,-0.000530,-0.002533,-0.021491,0.000000,0.010336,-0.008941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.637789,1.155301,0.943604,0.056396,0.000195,-0.000996,10.695060,0.000010,0.600844,210450.000000,1.687634,0.180813,6.607250,902.609985,6.607250,902.609985
2016,0.000000,0.000000,0.500007,0.000000,-0.004165,-0.001767,-0.081188,-0.000191,-0.002579,-0.021047,0.000000,0.020038,-0.008780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.660809,1.175098,0.943665,0.056335,0.000043,-0.002433,10.649364,0.000384,0.595306,211012.000000,1.677801,0.185673,6.857834,921.909973,6.857834,921.909973
2017,0.000000,0.000000,0.483177,-0.006944,-0.004355,-0.001928,-0.078903,-0.000452,-0.002548,-0.020395,0.000000,0.009734,-0.009137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.624317,1.177751,0.944183,0.055817,0.000214,-0.001003,10.543015,0.000010,0.593273,209534.000000,1.692726,0.183889,6.729265,912.380005,6.729265,912.380005
2018,0.000000,0.000000,0.469413,-0.012500,-0.004508,-0.002072,-0.076821,-0.000564,-0.002509,-0.020577,0.000000,0.006764,-0.008222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.649170,1.123267,0.943848,0.056152,0.000042,-0.001106,10.471248,0.000577,0.585335,212448.000000,1.666219,0.184653,6.974323,931.950012,6.974323,931.950012
2019,0.000000,0.000000,0.500007,0.000000,-0.004010,-0.001663,-0.081668,-0.000270,-0.002629,-0.021500,0.000000,0.015013,-0.008849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.781854,1.192320,0.943848,0.056152,0.000026,-0.000890,10.326587,0.000010,0.582864,218462.000000,1.614252,0.185675,7.103875,941.840027,7.103875,941.840027
2020,0.000000,0.000000,0.500007,0.000000,-0.004082,-0.001671,-0.081403,-0.000176,-0.002604,-0.020989,0.000000,0.010869,-0.008968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.680514,1.186114,0.943848,0.056152,0.000400,-0.000409,10.238786,0.000577,0.573845,212334.000000,1.655899,0.195969,7.106424,941.840027,7.106424,941.840027
2021,0.000000,0.000000,0.424721,-0.030556,-0.005129,-0.001622,-0.070147,-0.000831,-0.002372,-0.019268,0.000000,0.014919,-0.007447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.594935,1.037507,0.943563,0.056437,0.000629,-0.001115,10.072844,0.000010,0.570870,210907.000000,1.675519,0.188884,7.126620,941.320007,7.126620,941.320007
2022,0.000000,0.000000,0.418860,-0.033333,-0.005566,-0.001767,-0.068636,-0.001133,-0.002244,-0.019463,0.000000,0.015633,-0.007604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.555822,1.006765,0.942932,0.057068,0.000333,-0.001315,10.017521,0.000384,0.565632,211317.000000,1.667613,0.193170,7.003697,931.770020,7.003697,931.770020
2023,0.000000,0.000000,0.318171,-0.075000,-0.008640,-0.002025,-0.052732,-0.001738,-0.001908,-0.018984,0.000000,0.010651,-0.006160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.465153,0.835054,0.942485,0.057515,0.000214,-0.001113,9.889953,0.000010,0.562423,205008.000000,1.731453,0.186594,6.625052,902.659973,6.625052,902.659973
2024,0.000000,0.000000,0.500007,0.000000,-0.004422,-0.001715,-0.081515,-0.000202,-0.002625,-0.021294,0.000000,0.007967,-0.009137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.747437,1.199421,0.942139,0.057861,0.000242,-0.000695,9.839226,0.000256,0.558460,211087.000000,1.678657,0.184150,6.611748,902.659973,6.611748,902.659973
2025,0.000000,0.000000,0.469267,-0.012500,-0.004488,-0.001637,-0.076778,-0.000506,-0.002501,-0.020468,0.000000,0.013130,-0.008430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.662449,1.131114,0.942047,0.057953,0.000223,0.000015,9.747637,0.000010,0.556197,206187.000000,1.722012,0.185067,6.613370,902.289978,6.613370,902.289978
2026,0.000000,0.000000,0.500007,0.000000,-0.004273,-0.001745,-0.081236,-0.000281,-0.002589,-0.021316,0.000000,0.012329,-0.009072,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.680170,1.181110,0.941895,0.058105,0.000624,-0.000527,9.738141,0.000577,0.557829,202119.000000,1.761796,0.183663,6.729214,912.070007,6.729214,912.070007
2027,0.000000,0.000000,0.459586,-0.016528,-0.005000,-0.001781,-0.075080,-0.000586,-0.002456,-0.020067,0.000000,0.007295,-0.008346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.643767,1.111040,0.941406,0.058594,0.000750,-0.000835,9.783423,0.000010,0.558435,198770.000000,1.795849,0.182396,7.040847,941.229980,7.040847,941.229980
2028,0.000000,0.000000,0.478366,-0.008889,-0.004896,-0.001765,-0.078089,-0.000483,-0.002529,-0.020705,0.000000,0.011713,-0.008517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.699266,1.147476,0.941437,0.058563,0.000904,-0.001385,9.786503,0.000051,0.558818,202167.000000,1.756532,0.188466,7.224256,951.299988,7.224256,951.299988
2029,0.000000,0.000000,0.482488,-0.007222,-0.004514,-0.001723,-0.078564,-0.000336,-0.002523,-0.020713,0.000000,0.011655,-0.008738,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.685660,1.145452,0.941844,0.058156,0.000263,-0.001303,9.796485,0.000010,0.559050,200608.000000,1.775726,0.184391,7.335539,961.239990,7.335539,961.239990
2030,0.000000,0.000000,0.496635,-0.001389,-0.004188,-0.001734,-0.080796,-0.000265,-0.002586,-0.021064,0.000000,0.011511,-0.009080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.690185,1.182691,0.942179,0.057821,0.002115,-0.002259,9.803408,0.000010,0.559466,198859.000000,1.782513,0.194847,7.713426,990.299988,7.713426,990.299988
2031,0.000000,0.000000,0.494288,-0.002361,-0.004426,-0.001738,-0.080284,-0.000264,-0.002558,-0.020893,0.000000,0.008917,-0.008869,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.693522,1.175330,0.942617,0.057383,0.002071,-0.001262,9.832363,0.000051,0.561961,201088.000000,1.778398,0.177037,7.513330,980.619995,7.513330,980.619995
2032,0.000000,0.000000,0.481231,-0.007748,-0.004546,-0.001796,-0.078457,-0.000431,-0.002532,-0.020674,0.000000,0.010665,-0.008914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.684283,1.143361,0.942535,0.057465,0.001613,-0.000904,9.897264,0.000010,0.564185,202426.000000,1.766253,0.176260,7.440331,971.109985,7.440331,971.109985
2033,0.000000,0.000000,0.479668,-0.008390,-0.004882,-0.001837,-0.078266,-0.000529,-0.002543,-0.020921,0.000000,0.009414,-0.008780,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.681648,1.152889,0.942790,0.057210,0.002564,-0.000909,9.935052,0.000051,0.566228,198879.000000,1.797363,0.179798,7.163037,951.780029,7.163037,951.780029
2034,0.000000,0.000000,0.477690,-0.009169,-0.004669,-0.001777,-0.077955,-0.000459,-0.002513,-0.020686,0.000000,0.010572,-0.008662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.675354,1.136650,0.942515,0.057485,0.003307,-0.001491,9.975639,0.000010,0.567181,197357.000000,1.809899,0.182507,7.311044,961.140015,7.311044,961.140015
2035,0.000000,0.000000,0.467515,-0.013396,-0.004888,-0.001740,-0.076425,-0.000528,-0.002486,-0.020568,0.000000,0.008502,-0.008573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.669280,1.115391,0.941579,0.058421,0.004336,-0.001788,9.994376,0.000010,0.568207,194330.000000,1.842927,0.180508,7.145922,951.630005,7.145922,951.630005
2036,0.000000,0.000000,0.476130,-0.009760,-0.004663,-0.001703,-0.077710,-0.000415,-0.002504,-0.020588,0.000000,0.010799,-0.008608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.663847,1.135111,0.940898,0.059102,0.004169,-0.001558,10.015510,0.000010,0.569100,195534.000000,1.819088,0.191895,7.355762,960.989990,7.355762,960.989990
2037,0.000000,0.000000,0.463610,-0.014947,-0.005043,-0.001743,-0.075717,-0.000609,-0.002452,-0.020444,0.000000,0.009016,-0.008296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.650900,1.113127,0.940877,0.059123,0.002124,-0.001577,10.041714,0.000114,0.571183,194335.000000,1.836837,0.186555,6.952870,931.669983,6.952870,931.669983
2038,0.000000,0.000000,0.477118,-0.009427,-0.004911,-0.001828,-0.077625,-0.000470,-0.002496,-0.020630,0.000000,0.010956,-0.008625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.666953,1.140261,0.939728,0.060272,0.003742,-0.001029,10.086956,0.000010,0.572173,196356.000000,1.812095,0.190467,6.844632,922.500000,6.844632,922.500000
2039,0.000000,0.000000,0.475808,-0.009923,-0.004633,-0.001740,-0.077425,-0.000420,-0.002476,-0.020428,0.000000,0.009911,-0.008516,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.666118,1.130434,0.938945,0.061056,0.003499,-0.001138,10.116135,0.000023,0.574631,196150.000000,1.818135,0.186529,7.306074,961.020020,7.306074,961.020020
2040,0.000000,0.000000,0.465476,-0.014232,-0.005006,-0.001798,-0.075599,-0.000515,-0.002429,-0.020388,0.000000,0.010048,-0.008437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.654927,1.112253,0.938039,0.061961,0.003570,-0.002642,10.171538,0.000010,0.576866,194854.000000,1.836917,0.181077,7.174744,951.929993,7.174744,951.929993
2041,0.000000,0.000000,0.475262,-0.010355,-0.004998,-0.001844,-0.077129,-0.000537,-0.002481,-0.020765,0.000000,0.011246,-0.008723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.669449,1.133477,0.937551,0.062449,0.003487,-0.001503,10.213833,0.000010,0.578536,197958.000000,1.803108,0.183247,7.077486,942.000000,7.077486,942.000000
2042,0.000000,0.000000,0.456916,-0.017692,-0.005144,-0.001809,-0.074617,-0.000594,-0.002424,-0.020008,0.000000,0.009025,-0.008256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.639473,1.088624,0.936157,0.063843,0.003506,-0.000676,10.244035,0.000010,0.579562,196078.000000,1.821655,0.183742,6.652653,912.140015,6.652653,912.140015
2043,0.000000,0.000000,0.464102,-0.014843,-0.005125,-0.001880,-0.075553,-0.000594,-0.002432,-0.020367,0.000000,0.010535,-0.008337,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.653904,1.104541,0.935506,0.064494,0.003021,-0.001204,10.262671,0.000010,0.580263,196020.000000,1.822538,0.183461,6.603445,903.630005,6.603445,903.630005
2044,0.000000,0.000000,0.467275,-0.013599,-0.005028,-0.001824,-0.075577,-0.000487,-0.002423,-0.020199,0.000000,0.010014,-0.008568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.665147,1.117935,0.934723,0.065277,0.000844,-0.001114,10.279067,0.000010,0.581089,190607.000000,1.864569,0.198397,7.075290,942.289978,7.075290,942.289978
2045,0.000000,0.000000,0.451058,-0.020347,-0.005868,-0.001952,-0.073213,-0.000718,-0.002378,-0.020223,0.000000,0.007186,-0.008311,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,0.648778,1.087944,0.933828,0.066172,0.001170,-0.001519,10.305131,0.000171,0.583397,188476.000000,1.893180,0.193110,7.148115,952.039978,7.148115,952.039978
